Name,Region,Year,Color,Castes,AlcoholPercentage,Producer,MinimunPrice,MaximumPrice,Judge,JudgeRating,Date,JudgeNotes,Label,Link
Cartuxa Colheita 2012,DOC Alentejo,2012,Red,"Aragonez, Alicante Bouschet, Alfrocheiro e Trincadeira",14.0,Fundação Eugénio de Almeida,12.5,15.0,Pedro Baptista,16.0,Novembro 2015,"Apresenta uma cor granada intensa e um nariz bem preenchido por aromas de fruta madura e delicadas notas minerais e vegetais, num fundo ligeiramente especiado, na boca é um vinho equilibrado e de volume médio, com taninos redondos e um paladar rico em fruta vermelha e notas de diversas especiarias, o final de boca termina de uma forma mediana.","Estes vinhos associam a sua qualidade ao nome dos monges Cartuxos que desde 1598 levam uma vida solitária em oração no Convento de Santa Maria Scala Coeli, em Évora. Este Cartuxa DOC Alentejo - Évora, tinto de 2012 tem por base as castas alentejanas Aragonez, Alicante Bouschet, Alfrocheiro e Trincadeira. Fermentadas separadamente à temperatura de 27ºC, a que se seguiu maceração de 20 dias. Estagiou durante 12 meses em tonéis e barricas de carvalho francês, a que se seguiu estágio em garrafa.",https://osvinhos.blogspot.pt/2016/08/4120-cartuxa-colheita-2012-tinto.html
Cartuxa Colheita 2013,DOC Alentejo,2013,Red,"Aragonez, Alicante Bouschet, Trincadeira e Cabernet Sauvignon",14.5,Fundação Eugénio de Almeida,12.5,15.0,Pedro Baptista,16.0,Julho 2019,"Cor rubi intensa e profunda, o nariz sugere aromas de fruta madura envolvidas por sugestivas notas vegetais e um ligeiro toque apimentado, responsável pela complexidade do conjunto, na boca é um vinho equilibrado, encorpado e volumoso, onde apresenta uns taninos redondos, o paladar é dominado pelos frutos bem maduros em conjunto com diversas especiarias e ainda uma breve sensação tostada e apimentada, o final de boca termina com um comprimento e persistência agradavelmente expressivos.","Cartuxa, um clássico do Alentejo, deve o seu nome aos monges que, desde 1598, praticam uma vida solitária de oração no Mosteiro da Cartuxa, propriedade da Fundação Eugénio de Almeida. O Cartuxa tinto 2013 tem por base as castas Aragonez, Alicante Bouschet, Trincadeira e Cabernet Sauvignon, e estagiou 12 meses em tonéis e barricas de carvalho francês.",https://osvinhos.blogspot.pt/2017/07/4467-cartuxa-colheita-2013-tinto.html
Cartuxa Colheita 2014,DOC Alentejo,2014,Red,"Aragonez, Alicante Bouschet e Trincadeira",14.5,Fundação Eugénio de Almeida,12.5,15.0,Pedro Baptista,16.5,Agosto 2018,"Apresenta uma cor rubi intensa e concentrada, o nariz revela sugestivos aromas de frutos vermelhos e pretos envolvidos por aromas especiados e apimentados, num fundo mais tostado e ligeiramente balsâmico, na boca é um vinho encorpado, com taninos finos e de volume acima da média, no paladar destaca-se o casamento perfeito entre fruta a madura e as notas de barrica, bem como subtis nuances achocolatadas e vegetais, com o final de boca a terminar longo e persistente.","Cartuxa, um clássico do Alentejo, deve o seu nome aos monges que, desde 1598, praticam uma vida solitária de oração no Mosteiro da Cartuxa, propriedade da Fundação Eugénio de Almeida. O Cartuxa tinto 2014 tem por base as castas Aragonez, Alicante Bouschet e Trincadeira, e estagiou 12 meses em tonéis e barricas de carvalho francês.",https://osvinhos.blogspot.com/2018/09/4895-cartuxa-colheita-2014-tinto.html
Cartuxa Reserva 2002,DOC Alentejo,2002,Red,"Trincadeira, Aragonez, Tinta Caiada e Cabernet Sauvignon",13.5,Fundação Eugénio de Almeida,15.0,20.0,Colaço do Rosário e Pedro Baptista,16.0,Março 2007,"Cor pouco carregada e algo acastanhada, fruto da sua idade, muita especiaria e volume de boca com boa presença, está equilibrado e o final é algo comprido.","Estes vinhos associam a sua qualidade ao nome dos monges Cartuxos que desde 1587 levam uma vida solitária de oração no Convento de Santa Maria Scala Coeli, em Évora. Este Cartuxa DOC Alentejo - Évora, Tinto Reserva de 2002 tem por base as castas alentejanas Trincadeira, Aragonez, Tinta Caida e Cabernet Sauvignon. Vinho de cor granada, apresenta um aroma fino e complexo. Ao sabor é macio e harmonioso, apresentando taninos ""firmes"" que lhe asseguram um boa evolução em garrafa. Final de boca intenso e persistente.",https://osvinhos.blogspot.pt/2007/01/377-cartuxa-reserva-2002-tinto.html
Cartuxa Reserva 2005,DOC Alentejo,2005,Red,"Trincadeira, Aragonez e Alfrocheiro",14.0,Fundação Eugénio de Almeida,25.0,50.0,Colaço do Rosário e Pedro Baptista,17.5,Junho 2011,"Apresenta uma cor rubi intensa e laivos delicadamente avermelhados, o nariz revela imensas notas de fruta madura, nomeadamente ameixas e alguma amora, misturadas com frescas sugestões vegetais e uma componente especiada que confere complexidade ao conjunto, tudo isto num fundo subtilmente apimentado, na boca é um vinho volumoso, estruturado e encorpado, onde a fruta e as notas de barrica estão bem integradas e os taninos demonstram solidez e ao mesmo tempo grande juventude, o final é prolongado e persistente.","Estes vinhos associam a sua qualidade ao nome dos monges Cartuxos que desde 1587 levam uma vida solitária de oração no Convento de Santa Maria Scala Coeli, em Évora. Este Cartuxa DOC Alentejo - Évora, Tinto Reserva de 2005 tem por base as castas alentejanas Trincadeira, Aragonez e Alfrocheiro. Fermentadas separadamente a 27ºC, seguindo-se uma maceração durante 26 dias. Estagiou durante 15 meses em barricas novas de carvalho francês e 12 meses em garrafa.",https://osvinhos.blogspot.pt/2010/02/1231-cartuxa-reserva-2005-tinto.html
Cartuxa Reserva 2007,DOC Alentejo,2007,Red,"Aragonez, Alicante Bouschet e Alfrocheiro",14.0,Fundação Eugénio de Almeida,25.0,50.0,Pedro Baptista,17.0,Dezembro 2012,"Cor rubi intensa e concentrada, o nariz revela notas de fruta bem madura e sugestões vegetais integradas com alguma tosta e diversas especiarias, bem como delicadas nuances de cacau e frutos secos, na boca é um vinho envolvente, elegante e estruturado, que conta com uns taninos aveludados e redondos, um paladar frutado, especiado e mais vegetal, com as subtis notas de barrica a revelam uma excelente integração num conjunto atractivo e sedutor, o final de boca é relativamente seco, prolongado e persistente.","Estes vinhos associam a sua qualidade ao nome dos monges Cartuxos que desde 1587 levam uma vida solitária de oração no Convento de Santa Maria Scala Coeli, em Évora. Este Cartuxa DOC Alentejo - Évora, Tinto Reserva de 2007 tem por base as castas alentejanas Aragonez, Alicante Bouschet e Alfrocheiro. Fermentadas separadamente a 27ºC, seguindo-se uma maceração durante 25 dias. Estagiou durante 15 meses em barricas novas de carvalho francês e 18 meses em garrafa.",https://osvinhos.blogspot.pt/2012/02/2100-cartuxa-reserva-2007-tinto.html
Cartuxa Reserva 2012,DOC Alentejo,2012,Red,Alicante Bouschet e Aragonez,15.0,Fundação Eugénio de Almeida,25.0,50.0,Pedro Baptista,17.0,Maio 2017,"Cor rubi intensa e nariz muito complexo, onde a fruta preta envolvida por notas tostadas e vegetais, dominam um conjunto sedutor e envolvente, na boca mostra-se um vinho encorpado e elegante, muito estruturado e com taninos firmes, no paladar sobressai a fruta madura, além de evidentes notas de barrica e um breve toque mentolado, o final de boca termina com um comprimento longo e uma persistência elevada.","Estes vinhos associam a sua qualidade ao nome dos monges Cartuxos que desde 1598 levam uma vida solitária em oração no Convento de Santa Maria Scala Coeli, em Évora. Este Cartuxa DOC Alentejo - Évora, tinto reserva de 2012 tem por base as castas alentejanas Alicante Bouschet e Aragonez. Fermentadas separadamente à temperatura de 27ºC, seguindo-se maceração durante 25 dias. Estagiou durante 15 meses em barricas novas de carvalho francês e 12 meses em garrafa.",https://osvinhos.blogspot.pt/2017/07/4473-cartuxa-reserva-2012-tinto.html
Carunchosa 1995,Regional Estremadura,1995,Red,-,12.5,António Bernardino Paulo da Silva,4.0,7.5,António Bernardino Paulo da Silva,14.5,Abril 2007,"Cor acastanhada e aromas a vinho velho acompanhados de algum couro, paladar muito suave e final simpático mas agradável.","A Estremadura é uma região reconhecida e privilegiada que produz excelentes vinhos há muitos anos. Carunchosa é seleccionado a partir dos melhores vinhos da Estremadura. São vinhos macios, frutados e com um bouquet especial. Os vinhos Paulo da Silva, de excelente qualidade, são bem conhecidos nos mercados nacional e internacional.",https://osvinhos.blogspot.pt/2007/02/405-carunchosa-1995-tinto.html
Carvalhas 2010,DOC Douro,2010,White,"Códega de Larinho, Rabigato, Viosinho e Vinhas Velhas",14.5,"Real Companhia Velha - Companhia Geral da Agricultura das Vinhas do Alto Douro, S.A",15.0,20.0,Jorge Moreira,16.5,Outubro 2013,"Apresenta uma cor amarelo brilhante com evidentes apontamentos dourados, no nariz destaca-se a qualidade da tosta e baunilha, envolvidas com a fruta madura e um leve toque fumado, na boca é um vinho estruturado e encorpado, com algum volume e uma elegância muito agradável, conta com um paladar cheio de fruta, tosta e alguns citrinos, num perfil ligeiramente seco, o final de boca é persistente.","A Quinta das Carvalhas é uma propriedade de grande beleza e espectacularidade, com uma posição predominante na encosta da margem esquerda do Rio Douro no Pinhão, que se estende pelas encostas da margem direita do afluente Rio Torto. As mais antigas referências escritas sobre a Quinta remontam a 1759, estando as suas magníficas vinhas velhas, de plantação pós-filoxerica, a atingir a respeitável idade de um século. As vinhas de uva branca estão localizadas nas cotas altas beneficiando de temperaturas mais amenas e exposição a brisas frescas, que muito contribuem para a excelente acidez e mineralidade que caracterizam ese complexo vinho branco, cheio de carácter e frescura.",https://osvinhos.blogspot.pt/2014/08/3280-carvalhas-2010-branco.html
Carvalhas 2016,DOC Douro,2016,White,Gouveio e Viosinho,13.0,"Real Companhia Velha - Companhia Geral da Agricultura das Vinhas do Alto Douro, S.A",20.0,25.0,Jorge Moreira,17.5,Dezembro 2018,"Cor amarela citrina e nariz sedutor e complexo, onde as notas minerais e tostadas se misturam com os citrinos, a fruta tropical e evidentes nuances florais, num fundo mais especiado e fumado, na boca apresenta-se um vinho estruturado, cremoso e com uma belíssima acidez, no paladar realce para a integração perfeita entre a barrica e a fruta, além das sugestivas notas tostadas e minerais, com o final de boca a terminar de uma forma bem prolongada e persistente.","A Quinta das Carvalhas é uma propriedade de grande beleza e espectacularidade, com uma posição predominante na encosta da margem esquerda do Rio Douro no Pinhão, que se estende pelas encostas da margem direita do afluente Rio Torto. As mais antigas referências escritas sobre a Quinta remontam a 1759, estando as suas magníficas vinhas velhas, de plantação pós-filoxerica, a atingir a respeitável idade de um século. As vinhas de uva branca estão localizadas nas cotas altas beneficiando de temperaturas mais amenas e exposição a brisas frescas, que muito contribuem para a excelente acidez e mineralidade que caracterizam ese complexo vinho branco, cheio de carácter e frescura.",https://osvinhos.blogspot.com/2019/08/5236-carvalhas-2016-branco.html
Casa Amarela 2008,DOC Douro,2008,Red,"Touriga Franca, Touriga Nacional, Tinta Barroca, Tinta Amarela",13.0,Quinta da Casa Amarela,7.5,10.0,Jean-Hugues Gros,15.5,Julho 2011,"Cor rubi de média intensidade e nariz agradavelmente preenchido por notas vegetais, frutos pretos e um ligeiro toque apimentado, num fundo especiado, na boca é um vinho redondo, com boa acidez e taninos macios, a fruta continua bem presente e em harmonia com um ligeiro toque de barrica, o final tem um comprimento médio/longo e uma persistência interessante.","Castas: Touriga Franca, Touriga Nacional, Tinta Barroca, Tinta Amarela. Temperatura de Serviço 16º - 18º. Enólogo Jean-Hugues Gros.",https://osvinhos.blogspot.pt/2012/02/2123-casa-amarela-2008-tinto.html
Casa Amarela Reserva 2015,DOC Douro,2015,White,"Viosinho, Rabigato e Malvasia Fina",13.5,Quinta da Casa Amarela,10.0,12.5,Jean-Hugues Gros,16.0,Julho 2017,"Cor amarela brilhante e nariz muito mineral e floral, além de agradavelmente frutado, num fundo subtilmente tostado, na boca é um vinho equilibrado, com uma interessante estrutura e vivacidade, no paladar destaca-se a qualidade da fruta e a riqueza das notas minerais e citrinas, secundadas por alguma barrica e um delicado toque vegetal, o final de boca termina com um comprimento e uma persistência de expressão média/alta.","Castas: Viosinho, Rabigato e Malvasia Fina. Tipo de Barricas: Carvalho Francês Novo. Temperatura de Serviço: 10-12º. Enólogo: Jean-Hugues Gros.",https://osvinhos.blogspot.pt/2017/07/4455-casa-amarela-reserva-2015-branco.html
Casa Amarela Reserva 2016,DOC Douro,2016,White,"Viosinho, Rabigato e Malvasia Fina",13.0,Quinta da Casa Amarela,10.0,12.5,Jean-Hugues Gros,16.0,Maio 2019,"Cor amarela muito pálida e nariz rico em notas citrinas acompanhadas por evidentes e frescas sugestões florais e de fruta tropical madura e ainda uma leve sensação tostada, na boca é um vinho equilibrado, com uma acidez muito agradável e uma estrutura interessante, no paladar destaca-se a fruta madura envolvida por sugestivas notas cítricas e minerais, com o final de boca a terminar com um comprimento relativamente prolongado.","Castas: Viosinho, Rabigato e Malvasia Fina. Tipo de Barricas: Carvalho Francês Novo. Temperatura de Serviço: 10-12º. Enólogo: Jean-Hugues Gros.",https://osvinhos.blogspot.com/2019/11/5321-casa-amarela-reserva-2016-branco.html
Casa Amarela Selection 2007,DOC Douro,2007,White,"Viosinho, Rabigato e Malvasia Fina",13.0,Quinta da Casa Amarela,10.0,12.5,Jean-Hugues Gros,16.0,Outubro 2008,"Cor amarela muito suave, o nariz inicialmente é exuberante de frutos tropicais, com muito ananás e algum maracujá, acompanhados de ligeiras notas florais e minerais, na boca é mais relevante a tosta, a fruta segue delicada, com um corpo amanteigado e levemente citrino, o final é macio, fresco e tem uma boa persistência.",-,https://osvinhos.blogspot.pt/2009/11/1158-casa-amarela-selection-2007-branco.html
Casa Amarela Selection 2012,DOC Douro,2012,White,"Viosinho, Rabigato e Malvasia Fina",13.5,Quinta da Casa Amarela,10.0,12.5,Jean-Hugues Gros,16.0,Julho 2013,"Apresenta uma cor amarela pálida e um nariz muito fresco, onde as notas de fruta tropical madura e de barrica se misturam com evidentes aromas citrinos e florais, na boca é um vinho relativamente estruturado, com uma acidez interessante e um paladar rico em notas minerais e cítricas, com a madeira subtilmente presente, o final de boca tem um comprimento e uma persistência média/alta.","Castas: Viosinho, Rabigato e Malvasia Fina. Tipo de Barricas: Carvalho Francês Novo. Temperatura de Serviço: 10-12º. Enólogo: Jean-Hugues Gros.",https://osvinhos.blogspot.pt/2014/05/3143-casa-amarela-selection-2012-branco.html
Casa Américo Reserva Encruzado 2014,DOC Dão,2014,White,Encruzado,13.0,"Seacampo, Sociedade Agrícola, Lda",7.5,10.0,Pedro Pereira,16.0,Junho 2017,"Apresenta uma cor amarela pálida com laivos esverdeados, o nariz evidencia delicados aromas de fruta envolvidos por sugestivas notas citrinas e minerais, num fundo subtilmente tostado, na boca é um vinho cremoso, muito fresco e equilibrado, com uma bela acidez e um corpo envolvente, no paladar destaque para a fruta e para as notas cítricas e também minerais, com o final de boca a terminar agradavelmente prolongado.","A Casa Américo encontra-se no coração da sub-região Serra da Estrela, local privilegiado para a produção de vinhos do Dão. As vinhas encontram-se entre os 500 e os 600m de  altitude e estão plantadas em solos graníticos, com as castas tradicionais. 100% Encruzado. 9ºC. Cor amarelo limão. Aroma delicado com notas de frutos de polpa branca e casca de citrinos. Na boca é cremoso, com uma bela acidez e um final longo e mineral. Estágio de 3 meses em barricas.",https://osvinhos.blogspot.pt/2018/01/4653-casa-americo-reserva-encruzado.html
Casa Antiga Reserva 2002,DOC Dão,2002,Red,"Touriga Nacional, Tinta Roriz e Jaen",12.5,"Regiões Unidas, Lda",2.0,4.0,-,14.5,Março 2008,"Cor carregada e aromas a frutos vermelhos, leves notas de baunilha na boca, complexidade relativa e estrutura interessante, o final é mediano.","Feito com as castas típicas da região (Touriga-Nacional, Tinta Roriz e Jaen) este é um vinho do Dão complexo, envolvente na boca e com muita elegância. Pode guardá-lo entre 3 a 5 anos, mas se preferir pode bebê-lo desde já à temperatura de 16 graus.",https://osvinhos.blogspot.pt/2006/02/56-casa-antiga-reserva-2002-tinto.html
Casa Aranda 2010,DOC Dão,2010,White,"Malvasia Fina, Encruzado e Cerceal-Branco",13.5,"Sociedade Agrícola Casa Aranda, Lda",4.0,7.5,António Narciso,15.5,Novembro 2012,"Cor amarela e nariz agradavelmente aromático, onde as notas florais, citrinas e a fruta madura se misturam com delicadas sugestões minerais, na boca é um vinho fresco, com uma acidez interessante e um paladar rico em fruta, notas cítricas e uma certa mineralidade, o final de boca tem um comprimento e uma persistência agradáveis.","Castas: Malvasia Fina, Encruzado, Cerceal-Branco. Vinificação: Fermentação em inox e pequena parte em barricas de carvalho francês. Prova: De aspecto citrino, apresenta uma boa acidez e aroma fresco e frutado. Na boca apresenta estrutura e volume. Consumo: Acompanhe com pratos de peixe ou mariscos. Servir a 8-10ºC. Vinho com Estabilização Natural. Sujeito a Criar Depósito. Contém Sulfitos. Enólogo: A. Narciso.",https://osvinhos.blogspot.pt/2013/03/2593-casa-aranda-2010-branco.html
Casa Burmester Reserva 2004,DOC Douro,2004,Red,"Touriga Nacional, Touriga Franca e Tinta Roriz",13.5,"J. W. Burmester & Cª, S.A.",7.5,10.0,Francisco Gonçalves e Pedro Sá,16.0,Dezembro 2007,"Cor rubi avioletada, aromas de frutos silvestres bem maduros, paladar complexo e com fruta dominante, leves notas de chocolate e baunilha, conjunto bem agradável e saboroso, algo elegante e macio, o final está longo o suficiente.","O Casa Burmester simboliza a história e tradição de uma Casa bicentenária. De cor ruby, possui um aroma a fruta vermelha e preta com excelentes notas de madeira. Na boca é um vinho áustero, com taninos muito finos, elegantes e complexos. Castas: Touriga Nacional, Touriga Franca e Tinta Roriz.",https://osvinhos.blogspot.pt/2007/03/428-casa-burmester-reserva-2004-tinto.html
Casa Burmester Reserva 2006,DOC Douro,2006,Red,"Touriga Nacional, Touriga Franca e Tinta Roriz",13.5,"J. W. Burmester & Cª, S.A.",7.5,10.0,Francisco Gonçalves e Pedro Sá,16.5,Novembro 2008,"Apresenta uma cor opaca no centro e avioletada no bordo, o nariz é intenso ao nível dos aromas, frutos silvestres e notas florais dominantes mas bem secundadas por elegantes notas de baunilha e tosta, na boca apresenta um volume bem interessante, é encorpado e tem uma textura aveludada, com taninos firmes mas bem integrados num conjunto, dá imenso prazer no decorrer da prova, boa acidez e frescura apesar da sua juventude, final com boa persistência.","O Casa Burmester simboliza a história e tradição de uma Casa bicentenária. De cor ruby, possui um aroma a fruta vermelha e preta com excelentes notas de madeira. Na boca é um vinho austero, com taninos muito finos, elegantes e complexos. Castas: Touriga Nacional, Touriga Franca e Tinta Roriz.",https://osvinhos.blogspot.pt/2010/02/1221-casa-burmester-reserva-2006-tinto.html
Casa Burmester Reserva 2007,DOC Douro,2007,Red,"Touriga Nacional, Touriga Franca e Tinta Roriz",13.5,"J. W. Burmester & Cª, S.A.",7.5,10.0,Francisco Gonçalves e Pedro Sá,16.5,Março 2011,"Cor intensa e concentrada, apresenta um nariz fresco, muito jovem e rico em frutos silvestres e notas florais, num fundo especiado bem harmonioso, na boca é um vinho com taninos bem polidos, num perfil sério e saboroso, a fruta continua em evidência e recebe a aliança de leves sensações de madeira, que conferem ao conjunto complexidade, o final é prolongado, persistente e de muito bom nível.","O Casa Burmester simboliza a história e tradição de uma Casa bicentenária. De cor ruby, possui um aroma a fruta vermelha e preta com excelentes notas balsâmicas. Na boca é um vinho austero, com taninos muito finos, elegantes e complexos. Estagia 12 meses em barrica de Carvalho Francês de 225L. Castas: Touriga Nacional, Touriga Franca e Tinta Roriz.",https://osvinhos.blogspot.pt/2011/06/1816-casa-burmester-reserva-2007-tinto.html
Casa Burmester Reserva 2011,DOC Douro,2011,White,"Gouveio, Rabigato e Viosinho",14.0,"J. W. Burmester & Cª, S.A.",10.0,12.5,Francisco Gonçalves e Pedro Sá,16.0,Março 2014,"Apresenta uma cor citrina e um nariz fresco, onde a fruta madura e as notas minerais e cítricas se envolvem de uma forma muito agradável, num fundo ligeiramente tostado, na boca é um vinho com estrutura e uma acidez bem presente, conta com um paladar dominado pela fruta madura, acompanhada por sugestivas nuances de tosta e uma certa mineralidade, termina de uma forma prolongada.","Simbolizando toda a história e tradição de uma casa bicentenária, o Casa Burmester Reserva é um vinho Douro D.O.C. Reserva de grande complexidade aromática, marcado pela presença de fruta e minerais harmoniosamente combinados com aromas de tosta. Cheio e estruturado no paladar, apresenta uma excelente acidez e notas de madeira perfeitamente integradas. Um néctar de grande carácter, ideal para acompanhar mariscos, pratos de peixe e carnes brancas. Vinho sujeito a criar depósito. Castas - Gouveio, Rabigato e Viosinho.",https://osvinhos.blogspot.pt/2015/02/3481-casa-burmester-reserva-2011-branco.html
Casa Burmester Reserva 2013,DOC Douro,2013,Red,"Touriga Nacional, Touriga Franca e Tinta Roriz",13.5,"J. W. Burmester & Cª, S.A.",10.0,12.5,Francisco Gonçalves e Pedro Sá,16.5,Dezembro 2016,"Apresenta uma cor rubi carregada no centro e uma fina auréola violeta, no nariz destacam-se os aromas de fruta vermelha madura envolvidos por um delicado toque floral e uma sugestiva componente mais especiado e tostada, na boca é um vinho equilibrado e harmonioso, com taninos polidos e um paladar cheio de fruta e notas de especiarias, o final de boca termina com um comprimento e persistência acima da média.","Simbolizando toda a história e tradição de uma casa bicentenária, o Casa Burmester Reserva é um vinho DOC. Reserva maravilhosamente perfumado com madeira muito bem integrada e discreta, intensos aromas a lembrar frutos do bosque, com leves notas balsâmicas que lhe conferem extrema elegância. Redondo, profundo e de grande envolvência, é o vinho ideal para acompanhar pratos de caça, carnes vermelhas e queijos. Vinho sujeito a criar depósito. Castas: Touriga Nacional, Touriga Franca e Tinta Roriz. 16º-18ºC.",https://osvinhos.blogspot.pt/2017/06/4422-casa-burmester-reserva-2013-tinto.html
Casa Burmester Reserva 2015,DOC Douro,2015,White,"Gouveio, Rabigato e Viosinho",13.5,"J. W. Burmester & Cª, S.A.",10.0,12.5,Francisco Gonçalves e Pedro Sá,15.5,Janeiro 2018,"Cor amarelo citrino e nariz agradavelmente dominado pelos aromas de fruta tropical madura misturados com delicadas notas minerais e tostadas, num fundo mais cítrico e especiado, na boca é um vinho equilibrado, com uma acidez média e um volume interessante, o paladar sugere fruta madura e notas minerais e florais, acompanhadas por evidentes nuances abaunilhadas e tostadas, com o final de boca a terminar relativamente prolongado.","Simbolizando toda a história e tradição de uma casa bicentenária, o Casa Burmester Reserva é um vinho Douro DOC. Reserva de grande frescura e carácter, impressionando pelas agradáveis notas fumadas e intensos aromas a fruta branca. Cheio e estruturado no paladar, apresenta uma notável acidez e mineralidade, com ligeiros apontamentos a tostado provenientes da fermentação e estágio em barricas de 300 litros de carvalho francês. Um vinho de grande profundidade, ideal para acompanhar mariscos, pratos de peixe e carnes brancas. Vinho sujeito a criar depósito. Castas: Gouveio, Rabigato, Viosinho. 10-12ºC.",https://osvinhos.blogspot.com/2018/08/4850-casa-burmester-reserva-2015-branco.html
Casa Burmester Touriga Nacional 2009,DOC Douro,2009,Red,Touriga Nacional,14.0,"J. W. Burmester & Cª, S.A.",15.0,20.0,Francisco Gonçalves e Pedro Sá,16.5,Outubro 2014,"Cor rubi intensa e concentrada, o nariz revela evidentes aromas de fruta preta misturados com delicadas notas florais e sugestivos apontamentos de barrica, na boca é um vinho elegante, encorpado e com um agradável volume, apresenta um paladar rico em fruta negra e notas especiadas, além de breves mas muito bem integradas, nuances de madeira, termina com um comprimento e persistência prolongados.","O monovarietal Casa Burmester Touriga Nacional 2009 expressa a nobreza de uma casta genuínamente portuguesa, com perfil ecléctico e versátil. Dotado de uma forte personalidade e profundamente sensorial, este vinho equilibra na perfeição elegância, aroma e sabor. Com uma densa cor violeta, apresenta finas e delicadas notas florais, envolvidas pela exuberância da fruta madura. Um conjunto soberbo e sofisticado, marcado pelo notável volume em boca e pelo equlíbrio dos taninos finos e polidos. Produção limitada de 5000 garrafas, com estágio de 12 meses em barricas de Carvalho Francês de 225 litros. Vinho sujeito a criar depóstio. Castas: Touriga Nacional.",https://osvinhos.blogspot.pt/2012/09/2349-casa-burmester-touriga-nacional.html
Casa Burmester Touriga Nacional 2010,DOC Douro,2010,Red,Touriga Nacional,13.5,"J. W. Burmester & Cª, S.A.",15.0,20.0,Ricardo Macedo,16.5,Outubro 2014,"Apresenta uma bonita e intensa cor rubi, com uma auréola de tonalidade violácea, o nariz revela frescas notas florais, envolvidas com exuberantes notas de fruta vermelha bem madura, além de elegantes nuances de barrica, formando um conjunto complexto e sedutor, na boca é um vinho encorpado e volumoso, com taninos finos e uma estrutura muito agradável, no paladar destacam-se os frutos pretos, bem como algumas especiarias e um leve toque de caramelo, num fundo dominado pela madeira, muito bem integrada, resultando num vinho cheio de personalidade, o final de boca é prolongado.","O monovarietal Casa Burmester Touriga Nacional 2010 expressa a nobreza de uma casta genuínamente portuguesa, com perfil ecléctico e versátil. Dotado de uma forte personalidade e profundamente sensorial, este vinho equilibra na perfeição elegância, aroma e sabor. Com uma densa cor violeta, apresenta finas e delicadas notas florais, envolvidas pela exuberância da fruta madura. Um conjunto soberbo e sofisticado, marcado pelo notável volume em boca e pelo equlíbrio dos taninos finos e polidos. Produção limitada de 7200 garrafas, com estágio de 12 meses em barricas de carvalho francês de 225 litros. Vinho sujeito a criar depóstio. Castas: Touriga Nacional.",https://osvinhos.blogspot.pt/2013/09/2845-casa-burmester-touriga-nacional.html
Casa Burmester Touriga Nacional 2011,DOC Douro,2011,Red,Touriga Nacional,14.5,"J. W. Burmester & Cª, S.A.",15.0,20.0,Ricardo Macedo,17.0,Dezembro 2016,"Apresenta uma cor rubi profunda no centro e uma auréola de fina tonalidade violeta, o nariz evidencia aromas florais e de frutos do bosque muito bem envolvidos pela madeira e uma certa mineralidade que confere uma bem interessante complexidade ao conjunto, na boca é um vinho intenso, volumoso e bem elegante, com um paladar marcado pela fruta muito bem casada com a madeira e ainda por delicadas notas de cacau, o final de boca termina longo e com uma excelente persistência.","O monocasta Casa Burmester Touriga Nacional 2011 é um tributo a uma das mais nobres castas portuguesas e resulta do lote que melhor reúne as características e virtudes únicas desta casta. Muito concentrado e pleno de frescura, este vinho equilibra na perfeição elegância, aroma e sabor. Apresenta uma densa cor violeta, com notas balsâmicas da madeira de carvalho e delicadas notas florais envolvidas pela exuberância da fruta madura. Um conjunto soberbo e sofisticado, marcado pelo excelente volume em boca e pelos taninos maduros e redondos. Ideal para acompanhar pratos de caça, carnes vermelhas e queijos. Estágio de 12 meses em barricas novas de carvalho francês de 225 litros. Vinho sujeito a criar depóstio. Castas: Touriga Nacional. 16º-18ºC.",https://osvinhos.blogspot.pt/2017/06/4430-casa-burmester-touriga-nacional.html
Casa Burmester Touriga Nacional 2015,DOC Douro,2015,Red,Touriga Nacional,13.5,"J. W. Burmester & Cª, S.A.",15.0,20.0,Ricardo Macedo,16.5,Março 2018,"Apresenta uma cor rubi carregada no centro e um rebordo de tonalidade violeta, o nariz revela sugestivos e elegantes aromas florais e de frutos pretos e do bosque, misturados com delicados apontamentos de pimenta preta, chocolate e uma certa mineralidade, na boca é um vinho encorpado e volumoso, com taninos redondos e um paladar completamente dominado pela fruta negra e pela barrica, o final de boca termina de uma forma prolongada.","O monocasta Casa Burmester Touriga Nacional 2015 é um tributo a uma das mais nobres castas portuguesas e resulta do lote que melhor reúne as características e virtudes únicas desta casta. Muito concentrado e pleno de frescura, este vinho equilibra na perfeição elegância, aroma e sabor. De densa cor violeta, apresenta finas e delicadas notas florais envolvidas pela exuberância da fruta fresca. Um conjunto sofisticado, marcado pelabela presença em boca. Os taninos mostram-se finos e polidos. Equilibrado a evidenciar os ares de nobreza que distinguem a Touriga Nacional. Termina longo e persistente. Ideal para acompanhar pratos de caça, carnes vermelhas e queijos. Produção limitada, com estágio de 12 meses em barricas novas de carvalho francês de 225 litros. Vinho sujeito a criar depóstio. Castas: Touriga Nacional. 16º-18ºC.",https://osvinhos.blogspot.com/2018/07/4836-casa-burmester-touriga-nacional.html
